[16:11:47] [main/INFO]: No arguments specified, assuming client.
[16:11:47] [main/INFO]: Extra: []
[16:11:47] [main/INFO]: Running with arguments: [--userProperties, {}, --tweakClass, cpw.mods.fml.common.launcher.FMLTweaker, --accessToken, {REDACTED}, --assetIndex, 1.7.10, --assetsDir, C:/Users/untamemadman/.gradle/caches/minecraft/assets, --version, 1.7.10]
[16:11:47] [main/INFO]: Loading tweak class name cpw.mods.fml.common.launcher.FMLTweaker
[16:11:47] [main/INFO]: Using primary tweak class name cpw.mods.fml.common.launcher.FMLTweaker
[16:11:47] [main/INFO]: Calling tweak class cpw.mods.fml.common.launcher.FMLTweaker
[16:11:47] [main/INFO]: Forge Mod Loader version 7.10.85.1225 for Minecraft 1.7.10 loading
[16:11:47] [main/INFO]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.7.0_67, running on Windows 8.1:amd64:6.3, installed at C:\Program Files\Java\jdk1.7.0_67\jre
[16:11:47] [main/INFO]: Managed to load a deobfuscated Minecraft name- we are in a deobfuscated environment. Skipping runtime deobfuscation
[16:11:49] [main/WARN]: The coremod codechicken.core.launch.CodeChickenCorePlugin does not have a MCVersion annotation, it may cause issues with this version of Minecraft
[16:11:49] [main/WARN]: The coremod codechicken.core.launch.DepLoader does not have a MCVersion annotation, it may cause issues with this version of Minecraft
[16:11:49] [main/WARN]: The coremod codechicken.nei.asm.NEICorePlugin does not have a MCVersion annotation, it may cause issues with this version of Minecraft
[16:11:49] [main/INFO]: Loading tweak class name cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[16:11:49] [main/INFO]: Loading tweak class name cpw.mods.fml.common.launcher.FMLDeobfTweaker
[16:11:49] [main/INFO]: Calling tweak class cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[16:11:49] [main/INFO]: Calling tweak class cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[16:11:49] [main/INFO]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[16:11:49] [main/ERROR]: The binary patch set is missing. Either you are in a development environment, or things are not going to work!
[16:11:51] [main/ERROR]: FML appears to be missing any signature data. This is not a good thing
[16:11:51] [main/INFO]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[16:11:51] [main/INFO]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[16:11:52] [main/INFO]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[16:11:52] [main/INFO]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[16:11:52] [main/INFO]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[16:11:52] [main/INFO]: Calling tweak class cpw.mods.fml.common.launcher.FMLDeobfTweaker
[16:11:53] [main/INFO]: Loading tweak class name cpw.mods.fml.common.launcher.TerminalTweaker
[16:11:53] [main/INFO]: Calling tweak class cpw.mods.fml.common.launcher.TerminalTweaker
[16:11:53] [main/INFO]: Launching wrapped minecraft {net.minecraft.client.main.Main}
[16:11:57] [main/INFO]: Setting user: Player421
[16:12:01] [Client thread/INFO]: LWJGL Version: 2.9.1
[16:12:03] [Client thread/INFO]: Attempting early MinecraftForge initialization
[16:12:03] [Client thread/INFO]: MinecraftForge v10.13.1.1225 Initialized
[16:12:03] [Client thread/INFO]: Replaced 182 ore recipies
[16:12:03] [Client thread/INFO]: Completed early MinecraftForge initialization
[16:12:03] [Client thread/INFO]: Searching M:\ME-Corp\MineralEssentials\eclipse\mods for mods
[16:12:03] [Client thread/INFO]: Also searching M:\ME-Corp\MineralEssentials\eclipse\mods\1.7.10 for mods
[16:12:08] [Client thread/WARN]: Mod ForgeMicroblock is missing the required element 'version' and a version.properties file could not be found. Falling back to metadata version 1.1.0.311
[16:12:08] [Client thread/WARN]: Mod ForgeMultipart is missing the required element 'version' and a version.properties file could not be found. Falling back to metadata version 1.1.0.311
[16:12:08] [Client thread/WARN]: Mod McMultipart is missing the required element 'version' and a version.properties file could not be found. Falling back to metadata version 1.1.0.311
[16:12:08] [Client thread/WARN]: Mod Translocator is missing the required element 'version' and a version.properties file could not be found. Falling back to metadata version 1.1.1.12
[16:12:08] [Client thread/INFO]: Forge Mod Loader has identified 12 mods to load
[16:12:09] [Client thread/INFO]: FML has found a non-mod file CodeChickenLib-1.7.10-1.1.1.99-dev.jar in your mods directory. It will now be injected into your classpath. This could severe stability issues, it should be removed if possible.
[16:12:09] [Client thread/INFO]: Attempting connection with missing mods [mcp, FML, Forge, CodeChickenCore, NotEnoughItems, dct, MineralEssentials, ForgeMicroblock, ForgeMultipart, McMultipart, Translocator, Waila] at CLIENT
[16:12:09] [Client thread/INFO]: Attempting connection with missing mods [mcp, FML, Forge, CodeChickenCore, NotEnoughItems, dct, MineralEssentials, ForgeMicroblock, ForgeMultipart, McMultipart, Translocator, Waila] at SERVER
[16:12:11] [Client thread/INFO]: Reloading ResourceManager: Default, FMLFileResourcePack:Forge Mod Loader, FMLFileResourcePack:Minecraft Forge, FMLFileResourcePack:Not Enough Items, FMLFileResourcePack:DevCapesOld Test, FMLFileResourcePack:Mineral Essentials, FMLFileResourcePack:Forge Microblocks, FMLFileResourcePack:Forge Multipart, FMLFileResourcePack:Minecraft Multipart Plugin, FMLFileResourcePack:Translocator, FMLFileResourcePack:Waila
[16:12:11] [Client thread/INFO]: Processing ObjectHolder annotations
[16:12:11] [Client thread/INFO]: Found 341 ObjectHolder annotations
[16:12:11] [Client thread/INFO]: Configured a dormant chunk cache size of 0
[16:12:15] [Client thread/INFO]: Applying holder lookups
[16:12:15] [Client thread/INFO]: Holder lookups applied
[16:12:15] [Sound Library Loader/INFO]: [paulscode.sound.SoundSystemLogger:message:69]: 
[16:12:15] [Sound Library Loader/INFO]: [paulscode.sound.SoundSystemLogger:message:69]: Starting up SoundSystem...
[16:12:16] [Thread-7/INFO]: [paulscode.sound.SoundSystemLogger:message:69]: Initializing LWJGL OpenAL
[16:12:16] [Thread-7/INFO]: [paulscode.sound.SoundSystemLogger:message:69]:     (The LWJGL binding of OpenAL.  For more information, see http://www.lwjgl.org)
[16:12:16] [Thread-7/INFO]: [paulscode.sound.SoundSystemLogger:message:69]: OpenAL initialized.
[16:12:16] [Sound Library Loader/INFO]: [paulscode.sound.SoundSystemLogger:message:69]: 
[16:12:16] [Sound Library Loader/INFO]: Sound engine started
[16:12:21] [Client thread/INFO]: Created: 2048x2048 textures/blocks-atlas
[16:12:22] [Client thread/INFO]: Created: 512x256 textures/items-atlas
[16:12:41] [Client thread/ERROR]: Cape, io.github.mecorp.mineralessentials.developercapes.cape.StaticCape@7b366502, could not be parsed because it is not a String!
[16:12:41] [Client thread/ERROR]: Error parsing cape, io.github.mecorp.mineralessentials.developercapes.cape.StaticCape@7b366502
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: java.net.ConnectException: Connection timed out: connect
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.net.DualStackPlainSocketImpl.connect0(Native Method)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.net.DualStackPlainSocketImpl.socketConnect(DualStackPlainSocketImpl.java:79)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:339)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:200)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:182)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:172)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.net.Socket.connect(Socket.java:579)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.net.Socket.connect(Socket.java:528)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.net.NetworkClient.doConnect(NetworkClient.java:180)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.net.www.http.HttpClient.openServer(HttpClient.java:432)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.net.www.http.HttpClient.openServer(HttpClient.java:527)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.net.www.http.HttpClient.<init>(HttpClient.java:211)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.net.www.http.HttpClient.New(HttpClient.java:308)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.net.www.http.HttpClient.New(HttpClient.java:326)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.net.www.protocol.http.HttpURLConnection.getNewHttpClient(HttpURLConnection.java:996)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.net.www.protocol.http.HttpURLConnection.plainConnect(HttpURLConnection.java:932)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.net.www.protocol.http.HttpURLConnection.connect(HttpURLConnection.java:850)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at io.github.mecorp.mineralessentials.developercapes.DevCapes.getStreamForURL(DevCapes.java:50)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at io.github.mecorp.mineralessentials.developercapes.DevCapes.registerConfig(DevCapes.java:131)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at io.github.mecorp.mineralessentials.developercapes.DevCapes.registerConfig(DevCapes.java:102)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at io.github.mecorp.mineralessentials.developercapes.DevCapes.registerConfig(DevCapes.java:88)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at io.github.mecorp.mineralessentials.proxy.ClientProxy.initCapes(ClientProxy.java:13)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at io.github.mecorp.mineralessentials.MineralEssentials.Init(MineralEssentials.java:54)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.lang.reflect.Method.invoke(Method.java:606)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at cpw.mods.fml.common.FMLModContainer.handleModStateEvent(FMLModContainer.java:513)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.reflect.GeneratedMethodAccessor2.invoke(Unknown Source)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.lang.reflect.Method.invoke(Method.java:606)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at com.google.common.eventbus.EventSubscriber.handleEvent(EventSubscriber.java:74)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at com.google.common.eventbus.SynchronizedEventSubscriber.handleEvent(SynchronizedEventSubscriber.java:47)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at com.google.common.eventbus.EventBus.dispatch(EventBus.java:322)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at com.google.common.eventbus.EventBus.dispatchQueuedEvents(EventBus.java:304)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at com.google.common.eventbus.EventBus.post(EventBus.java:275)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at cpw.mods.fml.common.LoadController.sendEventToModContainer(LoadController.java:208)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at cpw.mods.fml.common.LoadController.propogateStateMessage(LoadController.java:187)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[16:13:05] [Client thread/INFO]: [java.lang.Throwable$WrappedPrintStream:println:748]: 	at java.lang.reflect.Method.invoke(Method.java:606)
